Start
51,0,0,820126,964799,136700,405996,121325,212726,149106,783885
51,0,0,769842,1367174,350609,113019,126765,109586,35229,1180613
51,0,0,889968,881010,259279,806716,227902,144488,174616,508994
80,0,0,2041769,772308,69646,231143,177921,336805,173388,421166
80,0,0,781801,1189780,61320,617219,42066,140369,130693,959187
80,0,0,130345,1067640,187114,626421,184849,168083,92367,675945
80,0,0,569201,828394,214418,423626,66081,324414,80790,542820
80,0,0,1225064,1057599,105962,570848,15872,117018,177047,831859
80,0,0,750572,443664,306514,399413,219170,389168,91039,475172
80,0,0,882967,605098,165030,565110,130242,284710,175730,477707
80,0,0,517471,1384024,59750,1050697,265118,257849,243694,868698
80,0,0,763832,992700,70234,483667,248881,193637,98429,753166
80,0,0,895480,673974,106596,629431,225118,345838,121663,502279
80,0,0,512256,1770524,35544,1283088,301764,193450,170647,711343
80,0,0,1308539,1097560,72991,311048,192216,318391,117002,511619
80,0,0,650642,1173207,191033,755010,102076,285108,131177,681741
80,0,0,436798,923259,129165,463445,525456,185541,173845,402027
80,0,0,763242,422120,339511,419643,271614,345696,88898,558967
80,0,0,593192,1220294,201473,800760,140023,325976,146782,619001
80,0,0,317243,1402907,82447,688366,327023,297553,84582,954723
80,0,0,1363584,1110389,68428,319290,145585,349988,135705,592217
80,0,0,809601,691822,156030,433737,148512,288390,118197,606607
80,0,0,880027,574087,314696,502681,129946,165378,155594,777227
80,0,0,359172,536982,224230,1359217,118281,292938,285309,444791
80,0,0,99010,565041,41321,30115,19369,75005,24271,105707
80,0,0,1022104,545569,102621,598607,298416,215010,44175,675356
80,0,0,794425,995254,170248,289276,213829,242675,128920,937594
80,0,0,304273,742683,261903,330298,271111,552970,112459,699608
80,0,0,483164,1131523,94945,372304,188694,422934,108240,650824
80,0,0,456092,1477210,153144,532502,512049,215754,145193,761251
80,0,0,726619,1438781,23278,465505,378314,643826,64423,512602
80,0,0,441920,903623,39593,823885,96271,431445,142516,766276
80,0,0,154532,1173082,220079,550789,444141,229201,112852,1247169
80,0,0,654894,1681195,228925,574488,69082,187225,230505,457774
80,0,0,128019,1234222,22825,441983,293172,296573,90810,798801
80,0,0,245406,1465300,309794,1258915,117630,146768,236528,597441
80,0,0,399525,1990069,146804,624492,384022,248574,82931,331621
80,0,0,157137,1447808,15535,560840,271422,396809,104761,736028
80,0,0,1047550,1732010,148552,328583,125718,355600,105671,488457
80,0,0,515057,1833813,137802,106526,110013,267009,119232,436902
80,0,0,728029,1033954,72956,775447,149984,308810,124046,884859
80,0,0,136102,1096219,322777,266635,230369,244356,88927,1125843
80,0,0,250570,1223100,108464,335287,146114,356646,233262,678825
80,0,0,127713,1488383,69919,501010,389843,544475,178348,685619
80,0,0,344756,1172271,90533,347967,160751,296982,145877,666364
80,0,0,751171,1398690,66687,621860,41389,167445,138667,623716
80,0,0,234877,627028,185451,293940,123805,461982,145450,800078
80,0,0,312058,910411,214167,590361,180105,233303,127103,751921
80,0,0,517616,571420,113118,404348,337510,210083,128203,642473
80,0,0,106149,319172,17726,78093,29415,80228,45017,143849
80,0,0,770690,1001164,124171,642552,240990,238820,143958,788605
80,0,0,589160,728655,264673,398521,158330,185295,184905,1067271
80,0,0,60315,249933,17141,119473,38267,64657,54533,165872
80,0,0,366964,1131517,369934,948215,82784,207327,94089,795565
80,0,0,519020,620494,131216,420782,321820,195247,123569,732307
80,0,0,255189,1925876,98830,344635,252269,107247,131599,724137
80,0,0,773674,1510413,42600,567038,85116,191191,164149,676186
80,0,0,23797,373396,39978,40565,74205,61357,21371,205245
80,0,0,889364,1487199,70570,703007,265247,188304,62088,587274
80,0,0,547533,1064565,72109,267774,111818,366638,169194,517374
80,0,0,1255531,1433175,153205,836088,66838,439822,65089,828833
80,0,0,1529439,409021,391623,381823,113527,288189,101024,474850
80,0,0,1070192,1472199,136886,786008,95586,317820,90815,813745
80,0,0,127699,887192,171099,552233,146473,152072,78431,762461
80,0,0,537468,1547752,108091,357675,689386,254519,35654,244550
80,0,0,589888,1856706,57945,366687,153633,325338,106073,664952
80,0,0,822701,1313738,86741,654401,239523,285511,61356,527375
80,0,0,1387712,842987,118540,291732,202670,272402,218482,695469
80,0,0,1092503,1167145,62056,521088,42640,125893,187036,1014712
80,0,0,72825,297026,18178,120803,34672,87428,61259,124542
80,0,0,797973,1105884,97883,642277,268196,213011,95223,940194
80,0,0,98595,211531,74342,89940,67292,45819,30013,161116
80,0,0,284542,1903473,83091,317110,260425,97810,122565,759950
80,0,0,855498,1530405,84434,596940,401953,255295,59867,639961
80,0,0,97288,224624,88211,70815,78872,37458,32879,160966
80,0,0,405743,1603787,139821,341980,246949,265001,72386,867068
80,0,0,483782,1312061,16036,375634,493403,281889,172425,1038184
80,0,0,80953,275117,31076,38754,56802,69428,28229,214610
80,0,0,524336,1396949,204922,656064,231957,361809,177064,740761
80,0,0,640644,1129743,68515,343917,118701,361940,151145,409354
80,0,0,825447,1421588,73433,636000,118331,206738,92802,1006793
80,0,0,743266,822321,214461,381541,95771,203580,132286,773840
80,0,0,951431,960929,158448,631868,159614,219784,178424,611531
80,0,0,108944,512558,19658,187339,56629,59255,28346,140480
80,0,0,1292734,977265,65360,369483,206516,330727,105948,574255
80,0,0,356016,1262285,130826,696096,81950,239395,200235,414810
80,0,0,442943,1463841,43911,1067904,281920,306685,259970,752559
80,0,0,974152,922467,71973,439914,265993,267277,78861,673181
80,0,0,883085,1334921,101306,896923,55123,381853,105897,523149
80,0,0,749365,597074,242079,482819,131687,134102,135538,643656
80,0,0,612053,859169,59433,876704,191262,329517,108486,575732
80,0,0,379605,1824684,181638,120125,177652,358211,123635,428130
80,0,0,1267432,1282980,159749,486183,80393,144239,110602,1261313
80,0,0,401118,696892,303489,361800,204228,325485,146798,833598
80,0,0,352269,1752043,187272,119123,152783,309313,117038,453539
80,0,0,552037,1662578,66523,702302,232546,301515,133800,540017
80,0,0,543994,1468250,71532,682198,144992,232373,52681,669236
80,0,0,77870,222586,26818,64787,39624,65271,20752,235850
80,0,0,611558,1079546,130171,817696,494541,215387,172725,989890
80,0,0,386843,1435851,184966,846739,229666,215690,95881,515641
80,0,0,630398,721714,34067,867924,163025,235024,152070,653966
51,0,0,1367936,232806,119273,538042,111848,200388,54004,456569
80,0,0,409328,1051197,55862,535802,199209,361928,331872,487681
80,0,0,143538,1078073,69228,815315,215072,166548,107089,785516
80,0,0,886827,910394,80861,175393,657403,200640,152975,533840
80,0,0,896046,1085967,53414,481078,350012,404288,121341,578515
51,0,0,428300,2006816,158968,225119,550220,248917,207646,842208
80,0,0,204428,1211241,61880,765823,101604,287059,175989,994498
51,0,0,576890,1345219,252946,589448,69964,282569,128674,514674
80,0,0,849273,1174973,171639,701328,219394,180086,130467,443608
80,0,0,325478,689019,304570,280275,337451,162222,147923,465428
80,0,0,211386,1089599,107164,169868,210914,690375,108507,794694
80,0,0,441378,1202999,199382,597257,231000,446237,130986,1085256
80,0,0,881355,766341,294016,690556,136599,348377,77077,565833
